Price,Close,High,Low,Open,Volume,50_DMA,200_DMA,12_EMA,26_EMA,MACD,Signal,RSI
2024-10-21,574.1856079101562,576.2621012910602,568.1458692618588,575.0541901204554,8171900,546.4458569335937,,578.3879580825314,568.3157762333248,10.072181849206686,13.569358515549384,49.152127871748355
2024-10-22,581.0239868164062,582.5414311786456,571.150727517959,573.3170341117068,8544500,547.7746374511719,,578.793500964666,569.2571251654049,9.536375799261123,12.762761972291733,55.7185452837402
2024-10-23,562.7350463867188,584.0089423449544,561.5470599470716,578.9874344994295,14248400,548.4865051269531,,576.3229694911356,568.7740082188355,7.548961272300062,11.7200018322934,39.2567357760885
2024-10-24,566.818115234375,567.9162272782188,560.568710969321,566.1691920700792,7184700,549.3155383300781,,574.8606842208648,568.6291272570237,6.231556963841058,10.622312858602932,32.3381260756061
2024-10-25,572.27880859375,580.3051654129531,570.7513714491723,572.9576492363118,11337900,550.0429455566406,,574.463472585924,568.8994740227072,5.563998563216842,9.610649999525714,42.21253021640188
2024-10-28,577.1804809570312,582.7610374446309,573.147347275715,581.0140022146043,10925100,551.0660632324219,,574.8814738737867,569.5128819437683,5.368591930018397,8.76223838562425,39.60181612588583
2024-10-29,592.2749633789062,592.6642563781992,574.4252487176307,579.1672018209299,13019100,552.3539672851563,,577.5573953361128,571.1989620500748,6.358433286038007,8.281477365707003,51.657338922663854
2024-10-30,590.79736328125,600.18146222204,588.3814802937598,599.961803260404,26864900,553.6631860351563,,579.5943134815185,572.6506954746062,6.943618006912288,8.01390549394806,55.08484294829538
2024-10-31,566.6184692382812,588.9006638234266,562.0562040483729,584.0089406317576,26838400,554.3206726074219,,577.5980297517897,572.2038639015451,5.394165850244576,7.489957565207364,38.40571397788812
2024-11-01,566.1990966796875,572.6980772551971,561.6069143240354,566.6483464807679,15303200,555.03419921875,,575.844347740697,571.7590663295557,4.085281411141295,6.809022334394151,37.93820185533934
2024-11-04,559.7301635742188,567.7266038519388,556.9449119547328,563.144352806453,12064600,555.6967395019532,,573.3652424843157,570.8680364958271,2.497205988488531,5.946659065213027,37.04305402493839
2024-11-05,571.460205078125,572.5084140245058,565.7099536866323,566.3388912408113,9775400,556.7311169433593,,573.0721598064401,570.9119008352567,2.1602589711834526,5.189379046407113,47.84201725224187
2024-11-06,571.0808715820312,572.0292743628759,554.229463302176,561.7966390012363,18305400,557.7982019042969,,572.7658077719157,570.9244171868696,1.8413905850460424,4.519781354134899,47.59037381236445
2024-11-07,590.6976318359375,593.7923558507847,574.2355767751123,575.9127234281675,14653700,559.3038989257813,,575.5245499356113,572.3890997534672,3.135450182144041,4.242915119736728,56.322162885403806
2024-11-08,588.3416137695312,592.0951926933623,583.5297721190619,590.5378379587844,9415700,560.7337524414063,,577.4964059100605,573.5707674583609,3.9256384516995695,4.179459786129296,55.835401482626544
2024-11-11,582.1820068359375,586.00553531121,575.5333166694651,585.366604942105,10209100,561.9787756347656,,578.2172675909646,574.2086370418851,4.0086305490794985,4.145293938719337,50.48004643341669
2024-11-12,583.8292236328125,598.6440480490492,579.3967433041139,587.5428920783899,16287700,563.4472387695313,,579.0806454435566,574.9212730856575,4.1593723578990875,4.148109622555287,60.14399722924206
2024-11-13,579.0173950195312,584.6478546567904,574.1955606863224,581.6229586734983,10757600,564.799917602539,,579.0709146090912,575.2246895252036,3.846225083887589,4.0877327148217475,55.825689544112464
2024-11-14,576.1821899414062,579.7761276375875,572.0392571340474,576.0224878119504,11053700,566.0137103271485,,578.6264954294473,575.2956154819594,3.330879947487915,3.9363621613549813,51.911979522000635
2024-11-15,553.141357421875,571.6000240070317,550.5657111050427,570.252274465218,17712900,567.0976080322266,,574.705704966744,573.6545593293606,1.0511456373833425,3.3593188565606535,40.001705911949564
2024-11-18,553.4608154296875,558.9514978806496,549.1581194372038,556.0962966980143,14346700,568.0977337646484,,571.4372604225814,572.1587264479033,-0.7214660253218881,2.543161880184145,31.594393669173698
2024-11-19,560.1394653320312,560.4788552047905,549.6671856118743,550.9250607524925,9522400,569.2314324951171,,569.6991381009583,571.2684108096906,-1.569272708732342,1.720674962400848,36.14547091425731
2024-11-20,564.5619506835938,565.390500678348,553.2611210117975,561.9763116905509,9797300,570.313154296875,,568.9088015752098,570.7716359855353,-1.8628344103254904,1.0039730878555804,48.868624216961976
2024-11-21,562.1360473632812,569.0343137249589,548.1197947446825,568.555146432614,11154700,571.0716857910156,,567.8668393887593,570.1319627542573,-2.2651233654979706,0.35015379718487016,47.81303159702671
2024-11-22,558.1927490234375,562.8748059092092,553.650469580645,562.5952510232509,9164000,571.7708996582031,,566.3785177940944,569.2475765519744,-2.8690587578799978,-0.29368871382810346,49.149346162652556
2024-11-25,564.152587890625,571.6199568654145,555.4473903786079,561.1476776202871,13599800,572.4064196777343,,566.0360670397145,568.870169984467,-2.8341029447525443,-0.8017715600129917,45.68089533544777
2024-11-26,572.5682983398438,576.5216113243557,564.2424619188627,565.0410943888924,10356600,573.1495581054687,,567.0410257012728,569.1441054181987,-2.1030797169258904,-1.0620331913955714,50.80286170616513
2024-11-27,568.2356567382812,574.0058324070926,563.1442607498313,573.9160190095296,7200200,573.7734973144532,,567.2248150915818,569.07681292339,-1.8519978318081485,-1.2200261194780868,35.48005533105916
2024-11-29,573.3470458984375,577.4800469055187,565.9396332575727,568.0360512532919,7130500,574.0773815917969,,568.166696754175,569.3931264770972,-1.226429722922262,-1.221306840166922,40.64056993732975
2024-12-02,591.82568359375,593.4928373290564,574.5949145977398,576.5216376072835,12522400,574.7059155273438,,571.8065408833404,571.054797374627,0.751743508713389,-0.8266967703908599,55.21713576268276
2024-12-03,612.6104125976562,613.1594686318281,590.2483370618503,593.9919840199593,14907200,575.6890478515625,,578.0840596086198,574.1329910948514,3.951068513768405,0.12885628644099312,62.89935108099369
2024-12-04,612.7401733398438,616.7333966061125,604.0748252320993,611.9215552584485,14697000,576.696337890625,,583.4157694134235,576.9927823722581,6.4229870411653565,1.3876824373858658,65.77621583714904
2024-12-05,607.8983764648438,618.8498233695451,606.0215565844734,616.0345935489895,8081200,577.5073620605468,,587.1823243444112,579.2820856383756,7.900238706035566,2.690193691115806,64.56405754792391
2024-12-06,622.7132568359375,628.7230165931262,607.4990854973933,609.0663720551125,16935500,578.6240673828125,,592.6486216507999,582.4992094307877,10.14941222001221,4.182037396895087,84.5581494057725
2024-12-09,612.530517578125,625.3387984829403,605.143030037455,622.8629585822455,11426000,579.5467016601563,,595.7073748703884,584.7237507750349,10.983624095353548,5.542354736586779,76.72294013695604
2024-12-10,618.2708129882812,624.5302104357933,611.7019431511976,616.5137848674528,10938900,580.4827136230468,,599.178673042372,587.2087183463865,11.969954695985507,6.827874728466524,76.52362169201069
2024-12-11,631.608154296875,637.318495591936,620.4770803388628,622.3139290288647,10837200,581.605009765625,,604.1678240046032,590.49756545383,13.670258550773156,8.19635149292785,78.28978509771119
2024-12-12,629.7213745117188,635.5814254356923,626.1474831596408,630.4301936561714,7474700,582.7626452636719,,608.0991394672363,593.4030327914514,14.696106675784904,9.49630252949926,78.64760065692047
2024-12-13,619.299072265625,630.0109365523356,615.8449726718511,626.1574292737397,8453300,583.5129724121093,,609.8222060516039,595.3212579376865,14.500948113917389,10.497231646382886,74.55275293480597
2024-12-16,623.6851196289062,630.5890116598864,618.0301774865133,629.420007736044,10885600,584.08806640625,,611.9549619865735,597.4222847296287,14.532677256944794,11.30432076849527,74.22679644176588
2024-12-17,618.889404296875,631.8079039629248,615.9919576111723,625.613402725808,12897800,584.7900671386719,,613.0217992650814,599.0124417346099,14.009357530471561,11.845328120890528,69.42265258270031
2024-12-18,596.6591796875,626.8023454819172,595.7899578806528,620.4480133143085,17075500,584.8855395507812,,610.5044731762227,598.8381260274166,11.666347148806153,11.809531926473653,60.36275921306485
2024-12-19,595.0405883789062,610.9764221710803,594.4710877502442,609.8474217814187,14958100,584.9961596679688,,608.1254139766356,598.5568269423417,9.568587034293955,11.361342948037713,58.115813033544484
2024-12-20,584.7297973632812,602.5739077699969,579.4844638542556,590.0550768385264,48989400,585.0339379882812,,604.5260883438119,597.5326025290778,6.993485814734072,10.487771521376985,47.17254804107404
2024-12-23,599.3167724609375,600.5557214561685,585.7288858135305,589.0758836258183,10205800,585.2412622070312,,603.724655131062,597.6647632647712,6.0598918662908545,9.60219559035976,44.427746676265755
2024-12-24,607.2097778320312,607.4495547417749,598.7473359909974,602.18421967186,4726100,585.5970642089844,,604.2608278542881,598.3718013808646,5.889026473423542,8.859561766972517,47.82349273088368
2024-12-26,602.8136596679688,605.7610496183185,598.4076065348586,604.9417711960614,6081400,585.9478015136718,,604.0381865948543,598.7008279206501,5.337358674204211,8.155121148418855,47.99184666799084
2024-12-27,599.27685546875,601.3150202583132,589.2757431165518,598.8771866170372,8084200,586.4170825195313,,603.3056741139152,598.7434966279168,4.562177485998404,7.436532415934765,39.8388643551822
2024-12-30,590.7144165039062,596.4093617724204,585.059474705781,588.226639708199,7025900,586.7123193359375,,601.3685575585292,598.1487499520641,3.2198076064651104,6.593187454040835,40.406577426691584
2024-12-31,584.9895629882812,593.4420040553556,583.3310043759192,591.7435639321293,6019500,586.9022436523437,,598.8487122400295,597.1739953621543,1.6747168778751984,5.609493338807708,35.36289958897579
2025-01-02,598.7073364257812,604.3722793886026,587.2975045360681,589.1957790711948,12682300,587.3926782226563,,598.8269621147606,597.2875761816822,1.5393859330783926,4.795471857661846,35.57847222185063
2025-01-03,604.092529296875,608.9581953145173,595.8798046163633,604.2224186140523,11436800,587.8540490722656,,599.6370493735475,597.7916467828077,1.845402590739809,4.205458004277439,39.10030811721434
2025-01-06,629.6398315429688,630.429107364017,605.0816634693568,611.2861653941472,14560800,589.1921447753906,,604.2528620149969,600.1507715798567,4.102090435140212,4.184784490449994,53.89653191341582
2025-01-07,617.3407592773438,631.5380886830453,607.6893121042956,631.1384808399608,12071500,590.20259765625,,606.2663846707426,601.4241040018928,4.842280668849753,4.316283726129946,47.74390429184736
2025-01-08,610.1771240234375,615.8920714343907,602.2541800285583,612.8547955325016,10085800,590.9605639648438,,606.8680368788495,602.0724758553406,4.795561023508867,4.41213918560573,46.95316815697645
2025-01-10,615.3125610351562,629.3500601048015,596.8090645204555,609.4877870994305,19256600,591.7232055664062,,608.1671944413582,603.0532229056973,5.11397153566088,4.55250565561676,57.4093100948659
2025-01-13,607.789306640625,608.4286914350151,597.9180835402799,606.5603584516555,10785000,592.0334924316406,,608.10905785663,603.4040439230995,4.705013933530495,4.583007311199507,54.8370244084762
2025-01-14,593.7218017578125,604.9518013433293,588.0268559982835,604.5321917343676,13598000,592.0919812011718,,605.8956338414273,602.6868407997449,3.2087930416823838,4.308164457296082,53.317119058737504
2025-01-15,616.5714721679688,621.9067525765506,605.9609165618788,609.6676409065044,15524300,593.0910412597656,,607.538070507049,603.7153320122059,3.822738494843179,4.211079264805502,55.9994618117674
2025-01-16,610.756591796875,615.7022038454446,609.1680393269272,610.9564262093133,8355300,593.9821911621094,,608.0332276285608,604.2369068110703,3.796320817490482,4.128127575342498,51.2513108283574
2025-01-17,612.225341796875,624.4144487016482,603.1333939973155,623.4952835439785,17280600,595.0320947265625,,608.67816826984,604.8286427359448,3.8495255338951893,4.072407167053036,53.39045919536263
2025-01-21,615.9120483398438,620.9475463117574,608.4686584766922,617.2808256632173,11674000,595.9211315917969,,609.7910728959944,605.649635743641,4.141437152353319,4.086213164113093,55.98618756256866
2025-01-22,622.94580078125,633.1367466870842,618.8794110911601,622.745966355468,12274000,596.9584301757812,,611.8148771860338,606.9308331538343,4.8840440321994265,4.24577933773036,61.72751551997754
2025-01-23,635.88427734375,636.0341074215171,620.597889576449,626.8023305338492,9910200,597.8621630859375,,615.5178618256824,609.0755327234577,6.442329102224676,4.685089290629223,67.59462720302358
2025-01-24,646.9144287109375,651.4204294754496,633.6362643025149,635.8343208926308,19065300,599.0336193847656,,620.3481028849525,611.8784139077155,8.469688977236956,5.44200922795077,66.98105053863357
2025-01-27,659.29345703125,663.2799006811211,624.5443426754407,626.0530102379722,28399200,600.5758483886718,,626.3396958305367,615.3906393242737,10.949056506262991,6.543418683613215,68.53155937601683
2025-01-28,673.7305908203125,681.9732572201489,658.8837538443346,665.4079784595224,20950100,602.3738757324219,,633.6306027520407,619.7121172128691,13.91848553917157,8.018432054724887,65.99491179785358
2025-01-29,675.888671875,680.4446161433896,665.0782822378817,674.4000060630054,21377800,604.3113012695312,,640.1318441555728,623.8733434841381,16.258500671434717,9.666445778066853,72.92643695193391
2025-01-30,686.3893432617188,710.1581749857351,675.4990076007216,696.200621832455,29322900,606.5154443359374,,647.2483824795952,628.5041582824774,18.744224197117774,11.482001461877037,79.08341636818375
2025-01-31,688.5673828125,704.6730489182394,684.9706072332008,690.3857723381032,19331700,609.22396484375,,653.6051517615805,632.953286025442,20.65186573613846,13.31597431672932,78.60039509397184
2025-02-03,696.840087890625,703.3742528890535,674.649807192235,675.3091937227201,21415700,612.0915502929688,,660.2566803968181,637.6856417191593,22.57103867765875,15.166987188915208,84.56522913375605
2025-02-04,703.5640869140625,707.0809776947289,690.995251505304,701.8755866223114,13826300,614.9600427246094,541.5141995239258,666.919358322548,642.5655265484114,24.35383177413655,17.004356105959477,95.212988858395
2025-02-05,704.2434692382812,717.5016936715592,698.3886925528532,702.9246352066622,17778200,617.7536730957031,542.5355366516113,672.6615292326608,647.1342630439573,25.527266188703493,18.70893812250828,94.1442321876383
2025-02-06,711.3571166992188,718.2610086889607,702.8746730458445,705.2525623903425,13080700,620.7380944824218,543.6957153320312,678.6146965352082,651.8915114628655,26.72318507234263,20.31178751247515,100.0
2025-02-07,713.8848876953125,724.3655534509123,711.1173304150035,716.162829309228,16427100,623.8519372558594,544.8652449035644,684.0408797906089,656.4836134060098,27.557266384599075,21.760883286899936,100.0
2025-02-10,716.7623291015625,720.558939093694,710.697717393577,717.9212711485029,12904300,626.9041320800782,545.9775727844238,689.074948915371,660.9487034575322,28.126245457838763,23.033955721087704,100.0
2025-02-11,719.16015625,723.0167104534308,709.4088221751414,712.6859358478964,12998000,629.8359692382812,547.1148425292969,693.7034423514677,665.260662923641,28.442779427826736,24.11572046243551,100.0
2025-02-12,724.7352294921875,726.4536713486742,711.9665601009159,714.6641723225413,12016500,632.9659606933594,548.5396405029297,698.4775634500401,669.6661863731629,28.811377076877193,25.054851785323848,100.0
2025-02-13,727.9124145507812,728.3520258945355,717.4017457743258,720.8786940316196,12569100,636.0572680664062,549.9708090209961,703.0060020809233,673.9807217937272,29.025280287196097,25.8489374856983,100.0
2025-02-14,736.0151977539062,740.2514192957425,724.9750316832167,725.4945889979003,16901200,638.9410583496094,551.4956475830078,708.0843398767668,678.5758681611479,29.50847171561884,26.58084433168241,100.0
2025-02-18,715.7332153320312,736.3448822468013,705.8120494058986,735.3457711447024,21938700,641.0035144042969,552.9312815856933,709.2610899468075,681.32826424788,27.932825698927445,26.85124060513142,75.43560587860028
2025-02-19,703.1444702148438,706.37157970015,694.7719139390767,703.4741329865286,17535500,642.8116003417969,554.2590357971192,708.3200715265054,682.9442795046922,25.375792021813254,26.556150888467787,64.6540878026498
2025-02-20,694.222412109375,705.0027993686539,693.0234665438812,696.6602457328806,12587400,644.5380810546875,555.5297752380371,706.1512008469468,683.7796967346686,22.371504112278217,25.719221533229874,54.284174888152855
2025-02-21,682.9423828125,703.2443277596083,681.7534381597311,695.9608297659651,15660400,645.7426635742188,556.6929014587403,702.5806134570319,683.7176734811746,18.862939975857216,24.347965221755345,47.202066875944936
2025-02-24,667.5361328125,686.6591347238324,661.8611888382964,685.6700244492644,15677000,646.8427758789062,557.7106454467773,697.1891548963347,682.5190408390505,14.670114057284195,22.412394988861116,36.38977302492451
2025-02-25,656.9155883789062,667.406255569748,641.2894751849396,665.3780306420172,20579700,647.6156713867188,558.6625332641602,690.993221585961,680.6224888049658,10.37073278099524,20.00406254728794,29.090902127161314
2025-02-26,673.1011962890625,682.4029186886339,657.4151389833991,659.0636967789872,14488700,648.4455322265625,559.6736285400391,688.240602309515,680.06535602601,8.175246283504976,17.638299294531347,37.744757772609994
2025-02-27,657.6549072265625,688.0379111520425,656.9855198372225,681.8434098860729,12500000,649.0042028808593,560.5934434509277,683.5351107582915,678.4053227816065,5.129787976684952,15.136597030962069,30.16752598814456
2025-02-28,667.6060791015625,669.034800720811,642.0287972080544,657.4550757218477,17534200,649.9703430175781,561.5591284179687,681.08449050341,677.6053788053069,3.479111698103111,12.805099964390278,33.79740906246903
2025-03-03,654.4677124023438,680.6444353602695,650.2614937084818,673.0811570323929,10843800,650.5859948730468,562.4999226379394,676.9896015647844,675.8914775902726,1.0981239745117364,10.46370476641457,29.652112092562774
2025-03-04,639.4310913085938,649.1724243402481,623.0956495401799,644.9362031172728,21495200,650.9968286132812,563.346403503418,671.2113692176781,673.1907082360742,-1.9793390183961037,7.975096009452437,25.943587509120505
2025-03-05,655.886474609375,658.9138106981253,637.09319610967,640.4302542191028,13770000,652.1813745117188,564.226887664795,668.853693124093,671.908913152615,-3.055220028522058,5.769032801857538,30.506376801576053
2025-03-06,627.371826171875,649.9817152601623,623.5552144493282,647.4239932814962,13446500,652.8279992675781,565.0061973571777,662.4718674391363,668.6098696725602,-6.13800223342389,3.3876257948012523,25.105148092946834
2025-03-07,625.1038208007812,634.2257099756501,600.0761000698269,624.8141005363861,21375700,653.6354797363281,565.7807431030274,656.7229371870817,665.3871993857617,-8.664262198680035,0.9772481961049948,21.72008993934324
2025-03-10,597.4584350585938,609.5676566741505,586.3483245399041,607.5294919896663,21999900,653.5983129882812,566.4323561096191,647.6053214750067,660.3554390652308,-12.750117590224136,-1.7682249611608314,20.934016584500128
2025-03-11,605.171630859375,614.3834063038594,592.8026300616355,594.5210719524441,17401500,653.5575500488281,567.143508605957,641.0770613802941,656.2677495685008,-15.19068818820665,-4.452717606569996,25.332086711521697
2025-03-12,619.00927734375,632.7670568528157,608.8083309497569,629.3401130606143,15747000,653.8814624023438,567.9081565856934,637.6820176823643,653.5078627370377,-15.825845054673437,-6.727343096190684,31.520036711226012
2025-03-13,590.114990234375,619.9484328172048,585.988656544404,619.6986550441117,16480300,653.6982250976563,568.538296661377,630.3640134595968,648.8120944035072,-18.44808094391044,-9.071490665734636,29.009098683255303
2025-03-14,607.5999755859375,608.8599853515625,594.780029296875,602.7999877929688,12364500,654.0359362792968,569.1938877868653,626.8618537867261,645.759344861465,-18.897491074738923,-11.036690747535493,36.5729685679751
2025-03-17,604.9000244140625,613.0999755859375,598.0,607.4600219726562,15473900,654.4341455078124,569.8275099182129,623.4831108063163,642.7327285320279,-19.249617725711573,-12.67927614317071,37.91861602848192
2025-03-18,582.3599853515625,600.25,574.6599731445312,600.0499877929688,20297700,654.1071984863281,570.3761309814453,617.1564761209695,638.260673481623,-21.10419736065353,-14.364260386667276,29.528299808323595
2025-03-19,584.0599975585938,592.3200073242188,574.77001953125,584.280029296875,20537500,653.7065478515625,570.969669342041,612.0647101882963,634.2458085984357,-22.181098410139384,-15.927627991361698,32.29867808841185
2025-03-20,586.0,610.2000122070312,579.510009765625,582.760009765625,24336500,652.8337512207031,571.5740036010742,608.0547547747123,630.6720449985515,-22.61729022383929,-17.265560437857218,29.58506049203487
2025-03-21,596.25,597.5399780273438,580.9500122070312,583.4199829101562,25015900,652.4119360351563,572.1764817810058,606.2386386555258,628.1222638875477,-21.883625232021814,-18.189173396690137,35.22244287293215
2025-03-24,618.8499755859375,622.5399780273438,612.2000122070312,614.969970703125,15741300,652.5853930664063,572.8944506835937,608.1788443371277,627.435427717058,-19.256583379930362,-18.402655393338183,44.96901297161261
2025-03-25,626.3099975585938,633.8800048828125,621.1799926757812,626.760009765625,15312500,652.805341796875,573.5596981811524,610.9682525250455,627.3520625201347,-16.383809995089223,-17.99888631368839,42.437546447864
2025-03-26,610.97998046875,626.75,606.6099853515625,624.8900146484375,12609800,652.8691552734375,574.1547717285156,610.9700568240769,626.1393157015136,-15.169258877436732,-17.43296082643806,45.505722520988385
2025-03-27,602.5800170898438,614.25,600.0999755859375,602.0,10436500,653.0463195800781,574.7118310546875,609.6792814803488,624.3941824710196,-14.714900990670799,-16.88934885928461,44.025373100498335
2025-03-28,576.739990234375,601.75,573.9199829101562,600.3099975585938,17602800,652.2496899414062,575.0916653442383,604.6116982117373,620.8642423053421,-16.252544093604797,-16.761987906148647,44.451113876964
2025-03-31,576.3599853515625,578.7000122070312,553.2999877929688,563.5,21124700,651.5617578125,575.4453381347656,600.2652808486336,617.5676306791363,-17.30234983050275,-16.870060291019467,41.96807033591689
2025-04-01,586.0,589.9099731445312,570.0,570.8400268554688,12836600,651.0372509765625,575.8403858947754,598.0706222565361,615.2292876658669,-17.15866540933075,-16.927781314681724,40.5773552952983
2025-04-02,583.9299926757812,592.6599731445312,573.3599853515625,574.9099731445312,13470800,650.3976098632812,576.2486975097656,595.8951407825739,612.910821370305,-17.01568058773114,-16.94536116929161,47.91519309589145
2025-04-03,531.6199951171875,552.5599975585938,530.2999877929688,546.219970703125,34777500,648.57109375,576.3926664733887,586.0066568340529,606.889278684889,-20.882621850836017,-17.73281330560049,29.25858094287902
2025-04-04,504.7300109863281,518.0,494.20001220703125,506.6199951171875,38589800,645.9480084228516,576.3898683166503,573.5025574728645,599.3219255220326,-25.819368049168133,-19.35012425431402,25.845193876705494
2025-04-07,516.25,539.3699951171875,481.8999938964844,485.1000061035156,36606100,643.3347198486329,576.4802755737305,564.6944717078085,593.1684495574376,-28.473977849629136,-21.174894973377047,33.163556359975885
2025-04-08,510.45001220703125,547.4299926757812,502.8599853515625,543.25,28034200,640.3578509521484,576.5306620788574,556.3491702461504,587.041157901852,-30.69198765570161,-23.078313509841962,31.63698347516403
2025-04-09,585.77001953125,587.8900146484375,502.1099853515625,509.2699890136719,39216600,638.5986395263672,576.9921571350097,560.8754547515504,586.9469995040297,-26.071544752479326,-23.676959758369435,49.95800363923878
2025-04-10,546.2899780273438,581.2999877929688,535.2999877929688,575.489990234375,28173500,636.0066656494141,577.2356565856934,558.6315352555185,583.9353682835344,-25.3038330280159,-24.00233441229873,41.75686121754487
2025-04-11,543.5700073242188,547.4000244140625,528.5900268554688,535.510009765625,17642300,633.1502789306641,577.4072607421875,556.3143771122417,580.9453415458073,-24.630964433565623,-24.12806041655211,36.70716923738827
2025-04-14,531.47998046875,557.77001953125,528.280029296875,556.1699829101562,14130900,630.008530883789,577.505848236084,552.4937007055506,577.2812407252846,-24.787540019734024,-24.259956337188495,33.52444417486436
2025-04-15,521.52001953125,537.9400024414062,517.5,532.1099853515625,15558700,626.5021295166016,577.522520904541,547.7285189864274,573.1507798960969,-25.42226090966949,-24.492417251684696,34.161892509221076
2025-04-16,502.30999755859375,513.3699951171875,495.6300048828125,508.510009765625,18735100,622.4770477294921,577.5196406555176,540.741054151376,567.9033145377633,-27.16226038638729,-25.026385878625216,32.90249883385256
2025-04-17,501.4800109863281,507.29998779296875,498.010009765625,505.25,14593500,618.4217785644531,577.510316619873,534.7008936644455,562.9830698302496,-28.282176165804117,-25.677543936061,35.97047593290411
